HelioData_long_name,SPASE_AlternateName
Martin de Vivies Ground Observatory,['Martin de Vivies Ground Observatory']
Mawson Ground Observatory,['Mawson Ground Observatory']
MBour Ground Observatory,['MBour Ground Observatory']
Meanook Ground Observatory,['Meanook Ground Observatory']
Memambetsu Ground Observatory,['Memambetsu Ground Observatory']
Midway Ground Observatory,['Midway Ground Observatory']
Minck Ground Observatory,['Minck Ground Observatory']
Mirny Ground Observatory,['Mirny Ground Observatory']
Misallat Ground Observatory,['Misallat Ground Observatory']
Mizusawa Ground Observatory,['Mizusawa Ground Observatory']
Moca Ground Observatory,['Moca Ground Observatory']
Molodezhnaya Ground Observatory,['Molodezhnaya Ground Observatory']
Monte Capellino Ground Observatory,['Monte Capellino Ground Observatory']
Mould Bay Ground Observatory,['Mould Bay Ground Observatory']
Muntinlupa Ground Observatory,['Muntinlupa Ground Observatory']
Murchison Bay Ground Observatory,['Murchison Bay Ground Observatory']
Nagpur Ground Observatory,['Nagpur Ground Observatory']
Nagycenk Ground Observatory,['Nagycenk Ground Observatory']
Nairobi Ground Observatory,['Nairobi Ground Observatory']
Nampula Ground Observatory,['Nampula Ground Observatory']
Narsarsuaq Ground Observatory,['Narsarsuaq Ground Observatory']
Neumayer Station Ground Observatory,['Neumayer Station Ground Observatory']
Newport Ground Observatory,['Newport Ground Observatory']
Niemegk Ground Observatory,['Niemegk Ground Observatory']
Norway Station Ground Observatory,['Norway Station Ground Observatory']
Novokazalinsk Ground Observatory,['Novokazalinsk Ground Observatory']
Novolazarevskaya Ground Observatory,['Novolazarevskaya Ground Observatory']
"Novosibirsk, Klyuch Ground Observatory","['Novosibirsk, Klyuch Ground Observatory']"
Nurmijarvi Ground Observatory,['Nurmijarvi Ground Observatory']
Oasis Ground Observatory,['Oasis Ground Observatory']
Ottawa Ground Observatory,['Ottawa Ground Observatory']
Pamatai Ground Observatory,['Pamatai Ground Observatory']
Panagyurishte Ground Observatory,['Panagyurishte Ground Observatory']
Paramaribo Ground Observatory,['Paramaribo Ground Observatory']
Paratunka Ground Observatory,['Paratunka Ground Observatory']
Patrony Ground Observatory,['Patrony Ground Observatory']
Penteli Ground Observatory,['Penteli Ground Observatory']
Phuthuy Ground Observatory,['Phuthuy Ground Observatory']
Pilar Ground Observatory,['Pilar Ground Observatory']
Pionerskaya Ground Observatory,['Pionerskaya Ground Observatory']
Plateau Ground Observatory,['Plateau Ground Observatory']
Podkamennaya Ground Observatory,['Podkamennaya Ground Observatory']
Pondicherry Ground Observatory,['Pondicherry Ground Observatory']
Port Alfred Ground Observatory,['Port Alfred Ground Observatory']
Port aux Francais Ground Observatory,['Port aux Francais Ground Observatory']
Port Moresby Ground Observatory,['Port Moresby Ground Observatory']
Port Stanley Ground Observatory,['Port Stanley Ground Observatory']
Poste de la Baleine Ground Observatory,['Poste de la Baleine Ground Observatory']
Price Ground Observatory,['Price Ground Observatory']
Pruhonice Ground Observatory,['Pruhonice Ground Observatory']
Qianling Ground Observatory,['Qianling Ground Observatory']
Qiongzhong Ground Observatory,['Qiongzhong Ground Observatory']
Qsaybeh Ground Observatory,['Qsaybeh Ground Observatory']
Quanzhou Ground Observatory,['Quanzhou Ground Observatory']
Quetta Ground Observatory,['Quetta Ground Observatory']
Resolute Ground Observatory,['Resolute Ground Observatory']
Roburent Ground Observatory,['Roburent Ground Observatory']
Roi Baudouin Ground Observatory,['Roi Baudouin Ground Observatory']
Rude Skov Ground Observatory,['Rude Skov Ground Observatory']
Sabhawala Ground Observatory,['Sabhawala Ground Observatory']
Saint Johns Ground Observatory,['Saint Johns Ground Observatory']
San Fernando Ground Observatory,['San Fernando Ground Observatory']
San Juan,['San Juan']
San Pablo-Toledo Ground Observatory,['San Pablo-Toledo Ground Observatory']
Sanae Ground Observatory,['Sanae Ground Observatory']
Sao Miguel Ground Observatory,['Sao Miguel Ground Observatory']
Sapa Ground Observatory,['Sapa Ground Observatory']
Scott Base Ground Observatory,['Scott Base Ground Observatory']
Shillong Ground Observatory,['Shillong Ground Observatory']
Shumagin Ground Observatory,['Shumagin Ground Observatory']
Silchar Ground Observatory,['Silchar Ground Observatory']
Simosato Ground Observatory,['Simosato Ground Observatory']
Sitka Ground Observatory,['Sitka Ground Observatory']
Sodankyla Ground Observatory,['Sodankyla Ground Observatory']
South Georgia Ground Observatory,['South Georgia Ground Observatory']
South Pole Ground Observatory,['South Pole Ground Observatory']
Stepanovka Ground Observatory,['Stepanovka Ground Observatory']
Stonyhurst Ground Observatory,['Stonyhurst Ground Observatory']
Sukkertoppen Ground Observatory,['Sukkertoppen Ground Observatory']
Surlari Ground Observatory,['Surlari Ground Observatory']
Swider Ground Observatory,['Swider Ground Observatory']
Tahiti Ground Observatory,['Tahiti Ground Observatory']
Talara Ground Observatory,['Talara Ground Observatory']
Tamanrasset Ground Observatory,['Tamanrasset Ground Observatory']
Tangerang Ground Observatory,['Tangerang Ground Observatory']
Tatuoca Ground Observatory,['Tatuoca Ground Observatory']
Tehran Ground Observatory,['Tehran Ground Observatory']
Teoloyucan Ground Observatory,['Teoloyucan Ground Observatory']
Thule Ground Observatory,['Thule Ground Observatory']
Tihany Ground Observatory,['Tihany Ground Observatory']
Tikhaya Bay Ground Observatory,['Tikhaya Bay Ground Observatory']
Tirunelveli Ground Observatory,['Tirunelveli Ground Observatory']
Tixie Bay Ground Observatory,['Tixie Bay Ground Observatory']
Toledo Ground Observatory,['Toledo Ground Observatory']
Tomsk Ground Observatory,['Tomsk Ground Observatory']
Tondano Ground Observatory,['Tondano Ground Observatory']
Tonghai Ground Observatory,['Tonghai Ground Observatory']
Toolangi Ground Observatory,['Toolangi Ground Observatory']
Trelew Ground Observatory,['Trelew Ground Observatory']
Trivandrum Ground Observatory,['Trivandrum Ground Observatory']
Tromso Ground Observatory,['Tromso Ground Observatory']
Tsumeb Ground Observatory,['Tsumeb Ground Observatory']
Tucson Ground Observatory,['Tucson Ground Observatory']
Tuntungan Ground Observatory,['Tuntungan Ground Observatory']
Ujjain Ground Observatory,['Ujjain Ground Observatory']
Uppsala Ground Observatory,['Uppsala Ground Observatory']
V.Dubr. Ground Observatory,['V.Dubr. Ground Observatory']
Val Joyeux Ground Observatory,['Val Joyeux Ground Observatory']
Valentia Ground Observatory,['Valentia Ground Observatory']
Vannovskaya Ground Observatory,['Vannovskaya Ground Observatory']
Vassouras Ground Observatory,['Vassouras Ground Observatory']
Victoria Ground Observatory,['Victoria Ground Observatory']
Vieques Ground Observatory,['Vieques Ground Observatory']
Visakhapatnam Ground Observatory,['Visakhapatnam Ground Observatory']
Vostok Ground Observatory,['Vostok Ground Observatory']
Voyeykovo Ground Observatory,['Voyeykovo Ground Observatory']
Watheroo Ground Observatory,['Watheroo Ground Observatory']
Whiteshell Ground Observatory,['Whiteshell Ground Observatory']
Wien Kobenzl Ground Observatory,['Wien Kobenzl Ground Observatory']
Wilkes Ground Observatory,['Wilkes Ground Observatory']
Wingst Ground Observatory,['Wingst Ground Observatory']
Witteveen Ground Observatory,['Witteveen Ground Observatory']
Wuhan Ground Observatory,['Wuhan Ground Observatory']
Y. Basar Ground Observatory,['Y. Basar Ground Observatory']
Yakutsk Ground Observatory,['Yakutsk Ground Observatory']
Yazhno Sakhalinsk Ground Observatory,['Yazhno Sakhalinsk Ground Observatory']
Yellowknife Ground Observatory,['Yellowknife Ground Observatory']
Zaymishche Ground Observatory,['Zaymishche Ground Observatory']
Zo-Se Ground Observatory,['Zo-Se Ground Observatory']
ISTP/Wind,"['ISTP/Wind', 'GGS/Wind', 'Wind/ISTP', 'Wind/GGS']"
WSO,['WSO']
YNAO,['YNAO']
1991-062A,"['1991-062A', 'Solar-A']"
Zond 3,['Zond 3']
